,TOKEN,NE-COARSE-LIT,sent_id
79732,Episcopalians,O,195
79733,only,O,195
79734,",",O,195
79735,but,O,195
79736,tfje,O,195
79737,v,O,195
79738,hole,O,195
79739,body,O,195
79740,of,O,195
79741,the,O,195
79742,people,O,195
79743,whom,O,195
79744,you,O,195
79745,desire,O,195
79746,to,O,195
79747,represent,O,195
79748,",",O,195
79749,and,O,195
79750,the,O,195
79751,measures,O,195
79752,which,O,195
79753,next,O,195
79754,session,O,195
79755,may,O,195
79756,arise,O,195
79757,out,O,195
79758,of,O,195
79759,it,O,195
79760,are,O,195
79761,most,O,195
79762,momentous,O,195
79763,V,O,195
79764,o,O,195
79765,the,O,195
79766,religious,O,195
79767,aDd,O,195
79768,moral,O,195
79769,state,O,195
79770,of,O,195
79771,the,O,195
79772,poorest,O,195
79773,and,O,195
79774,most,O,195
79775,numerous,O,195
79776,I,O,195
79777,need,O,195
79778,hardly,O,195
79779,add,O,195
79780,that,O,195
79781,it,O,195
79782,is,O,195
79783,not,O,195
79784,sought,O,195
79785,to,O,195
79786,obtain,O,195
79787,fro,O,195
79788,",",O,195
79789,n,O,195
79790,you,O,195
79791,any,O,195
79792,promise,O,195
79793,of,O,195
79794,particular,O,195
79795,action,O,195
79796,.,O,195
79797,—,O,195
79798,Requesting,O,195
79799,a,O,195
79800,reply,O,195
79801,at,O,195
79802,your,O,195
79803,earliest,O,195
79804,touvenience,O,195
79805,",",O,195
79806,I,O,195
79807,am,O,195
79808,",",O,195
79809,my,O,195
79810,dear,O,195
79811,sir,O,195
79812,",",O,195
79813,yours,O,195
79814,truly,O,195
79815,",",O,195
79816,KdA,O,195
79817,-,O,195
79818,herford,O,195
79819,",",O,195
79820,Gen,O,195
79821,.,O,195
79822,Sec,O,195
79823,.,O,195
79824,John,O,195
79825,Cheetham,O,195
79826,",",O,195
79827,Esq,O,195
79828,.,O,195
79829,_,O,195
79830,.,O,195
79831,_,O,195
79832,Eastwood,O,195
79833,",",O,195
79834,St,O,195
79835,alybr,O,195
79836,?,O,195
79837,lee,O,195
79838,",",O,195
79839,11th,O,195
79840,February,O,195
79841,",",O,195
79842,1565,O,195
79843,.,O,195
79844,Dear,O,195
79845,sir,O,195
79846,",",O,195
79847,-,O,195
79848,In,O,195
79849,answer,O,195
79850,to,O,195
79851,your,O,195
79852,letter,O,195
79853,<,O,195
79854,jf,O,195
79855,the,O,195
79856,Bth,O,195
79857,inst,O,195
79858,.,O,195
79859,",",O,195
79860,I,O,195
79861,beg,O,195
79862,to,O,195
79863,say,O,195
79864,that,O,195
79865,I,O,195
79866,concur,O,195
79867,in,O,195
79868,the,O,195
79869,object,O,195
79870,you,O,195
79871,h,O,195
79872,?,O,195
79873,",",O,195
79874,re,O,195
79875,in,O,195
79876,.,O,195
79877,view,O,195
79878,in,O,195
79879,the,O,195
79880,restoration,O,195
79881,of,O,195
79882,our,O,195
79883,aucient,O,195
79884,parish,O,195
79885,churches,O,195
79886,to,O,195
79887,the,O,195
79888,uiQ,O,195
79889,tne,O,195
79890,parishioners,O,195
79891,",",O,195
79892,instead,O,195
79893,of,O,195
79894,au,O,195
79895,appropriation,O,195
79896,of,O,195
79897,them,O,195
79898,to,O,195
79899,a,O,195
79900,nr.noraj,O,195
79901,■,O,195
79902,gat,O,195
79903,as,O,195
79904,to,O,195
79905,the,O,195
79906,measures,O,195
79907,which,O,195
79908,may,O,195
79909,be,O,195
79910,brought,O,195
79911,forward,O,195
79912,to,O,195
79913,eff,O,195
79914,e,O,195
79915,(,O,195
79916,.,O,195
79917,t,O,195
79918,s,O,195
79919,j,O,195
79920,must,O,195
79921,reserve,O,195
79922,to,O,195
79923,myself,O,195
79924,fiee,O,195
79925,action,O,195
79926,respecting,O,195
79927,them,O,195
79928,.,O,195
79929,-,O,195
79930,Yo,O,195
79931,-,O,195
79932,.,O,195
79933,us,O,195
79934,",",O,195
79935,Wy,O,195
79936,truly,O,195
79937,",",O,195
79938,John,O,195
79939,Cueetham,O,195
79940,.,O,195
79941,Edw,O,195
79942,.,O,195
79943,Herford,O,195
79944,",",O,195
79945,Esq,O,195
79946,.,O,195
79967,NEUTRAL,O,196
79968,TRADE,O,196
79969,WITH,O,196
79970,TEXAS,B-LOC,196
79971,.,O,196
79972,Tho,O,196
79973,Times,O,196
79974,refers,O,196
79975,to,O,196
79976,President,O,196
79977,Johnsons,O,196
79978,proclamation,O,196
79979,of,O,196
79980,May,O,196
79981,22,O,196
79982,for,O,196
79983,opening,O,196
79984,trade,O,196
79985,to,O,196
79986,all,O,196
79987,ports,O,196
79988,except,O,196
79989,those,O,196
79990,of,O,196
79991,Texas,B-LOC,196
79992,",",O,196
79993,and,O,196
79994,remarks,O,196
79995,:,O,196
79996,—,O,196
79997,It,O,196
79998,does,O,196
79999,not,O,196
80000,go,O,196
80001,so,O,196
80002,far,O,196
80003,as,O,196
80004,the,O,196
80005,action,O,196
80006,of,O,196
80007,the,O,196
80008,British,O,196
80009,Government,O,196
80010,would,O,196
80011,seem,O,196
80012,to,O,196
80013,warrant,O,196
80014,.,O,196
80015,The,O,196
80016,President,O,196
80017,allows,O,196
80018,to,O,196
80019,neutrals,O,196
80020,the,O,196
80021,same,O,196
80022,rights,O,196
80023,",",O,196
80024,and,O,196
80025,subjects,O,196
80026,them,O,196
80027,to,O,196
80028,the,O,196
80029,same,O,196
80030,liabilities,O,196
80031,as,O,196
80032,if,O,196
80033,the,O,196
80034,belligerent,O,196
80035,status,O,196
80036,of,O,196
80037,the,O,196
80038,Texans,O,196
80039,were,O,196
80040,undoubted,O,196
80041,;,O,196
80042,that,O,196
80043,President,O,196
80044,Johnson,O,196
80045,does,O,196
80046,this,O,196
80047,at,O,196
80048,a,O,196
80049,time,O,196
80050,when,O,196
80051,we,O,196
80052,have,O,196
80053,arrived,O,196
80054,at,O,196
80055,the,O,196
80056,conclusion,O,196
80057,that,O,196
80058,the,O,196
80059,secessionist,O,196
80060,forces,O,196
80061,in,O,196
80062,Texas,O,196
80063,are,O,196
80064,too,O,196
80065,irregular,O,196
80066,to,O,196
80067,allow,O,196
80068,us,O,196
80069,any,O,196
80070,longer,O,196
80071,to,O,196
80072,regard,O,196
80073,the,O,196
80074,Confederate,O,196
80075,ships,O,196
80076,of,O,196
80077,war,O,196
80078,as,O,196
80079,commissioned,O,196
80080,by,O,196
80081,a,O,196
80082,regular,O,196
80083,government,O,196
80084,is,O,196
80085,creditable,O,196
80086,to,O,196
80087,his,O,196
80088,moderation,O,196
80089,",",O,196
80090,and,O,196
80091,is,O,196
80092,another,O,196
80093,instance,O,196
80094,of,O,196
80095,the,O,196
80096,respect,O,196
80097,for,O,196
80098,law,O,196
80099,which,O,196
80100,has,O,196
80101,guided,O,196
80102,the,O,196
80103,United,B-LOC,196
80104,States,I-LOC,196
80105,government,O,196
80106,in,O,196
80107,its,O,196
80108,dealings,O,196
80109,with,O,196
80110,foreign,O,196
80111,nations,O,196
80112,",",O,196
80113,and,O,196
80114,we,O,196
80115,may,O,196
80116,hope,O,196
80117,will,O,196
80118,guide,O,196
80119,it,O,196
80120,in,O,196
80121,the,O,196
80122,future,O,196
80123,.,O,196
80124,The,O,196
80125,Times,O,196
80126,expresses,O,196
80127,a,O,196
80128,hope,O,196
80129,that,O,196
80130,the,O,196
80131,moderation,O,196
80132,of,O,196
80133,the,O,196
80134,sident,O,196
80135,will,O,196
80136,not,O,196
80137,be,O,196
80138,unrewarded,O,196
80139,",",O,196
80140,and,O,196
80141,that,O,196
80142,English,O,196
80143,vessels,O,196
80144,will,O,196
80145,not,O,196
80146,be,O,196
80147,found,O,196
80148,attempting,O,196
80149,to,O,196
80150,enter,O,196
80151,Galvestm,B-LOC,196
80152,and,O,196
80153,Brownsville,B-LOC,196
80154,.,O,196
80175,THE,O,197
80176,COURT,O,197
80177,AND,O,197
80178,GOVERNMENT,O,197
80179,.,O,197
80180,OSEORNE,B-LOC,197
80181,",",O,197
80182,THURSDA,O,197
80183,.,O,197
80184,The,O,197
80185,Qaeen,O,197
80186,",",O,197
80187,accompanied,O,197
80188,by,O,197
80189,Princess,O,197
80190,Helena,O,197
80191,and,O,197
80192,Prince,O,197
80193,Albert,O,197
80194,Victor,O,197
80195,",",O,197
80196,drove,O,197
80197,oat,O,197
80198,in,O,197
80199,the,O,197
80200,grounds,O,197
80201,yesterday,O,197
80202,morning,O,197
80203,Princess,O,197
80204,Helena,O,197
80205,rode,O,197
80206,on,O,197
80207,horseback,O,197
80208,in,O,197
80209,the,O,197
80210,afternoon,O,197
80211,",",O,197
80212,attended,O,197
80213,by,O,197
80214,the,O,197
80215,Hon,O,197
80216,.,O,197
80217,Emma,O,197
80218,.,O,197
80219,Lascelles,O,197
80220,.,O,197
80221,THE,O,197
80222,PRINCE,O,197
80223,AND,O,197
80224,PRINCESS,O,197
80225,OF,O,197
80226,WALES,O,197
80227,.,O,197
80228,Plymouth,B-LOC,197
80229,",",O,197
80230,Thursday,O,197
80231,Evenhji,O,197
80232,;,O,197
80233,.,O,197
80234,A,O,197
80235,dejeuner,O,197
80236,was,O,197
80237,given,O,197
80238,to-day,O,197
80239,at,O,197
80240,Mount,B-BUILDING,197
80241,Edgecumbe,I-BUILDING,197
80242,to,O,197
80243,about,O,197
80244,100,O,197
80245,of,O,197
80246,the,O,197
80247,elite,O,197
80248,of,O,197
80249,the,O,197
80250,neighbourhood,O,197
80251,",",O,197
80252,invited,O,197
80253,to,O,197
80254,meet,O,197
80255,the,O,197
80256,Prince,O,197
80257,and,O,197
80258,Princess,O,197
80259,of,O,197
80260,Wales,O,197
80261,.,O,197
80262,In,O,197
80263,the,O,197
80264,afternoon,O,197
80265,their,O,197
80266,Royal,O,197
80267,Highnesses,O,197
80268,went,O,197
80269,a,O,197
80270,short,O,197
80271,yachting,O,197
80272,excursion,O,197
80273,in,O,197
80274,the,O,197
80275,Earl,O,197
80276,of,O,197
80277,Edgecunibes,O,197
80278,yacht,O,197
80279,;,O,197
80280,and,O,197
80281,in,O,197
80282,the,O,197
80283,evening,O,197
80284,the,O,197
80285,Prince,O,197
80286,dined,O,197
80287,with,O,197
80288,Viscount,O,197
80289,Templetown,O,197
80290,",",O,197
80291,Commander-inChief,O,197
80292,of,O,197
80293,the,O,197
80294,Western,O,197
80295,District,O,197
80296,",",O,197
80297,at,O,197
80298,the,O,197
80299,Government,B-BUILDING,197
80300,House,I-BUILDING,197
80301,",",O,197
80302,Mo,B-BUILDING,197
80303,ant,I-BUILDING,197
80304,Wise,I-BUILDING,197
80305,.,O,197
80306,The,O,197
80307,party,O,197
80308,consisted,O,197
80309,principally,O,197
80310,of,O,197
80311,the,O,197
80312,army,O,197
80313,and,O,197
80314,navy,O,197
80315,officers,O,197
80316,in,O,197
80317,commission,O,197
80318,at,O,197
80319,the,O,197
80320,port,O,197
80321,",",O,197
80322,andthe,O,197
80323,officers,O,197
80324,•,O,197
80325,f,O,197
80326,the,O,197
80327,French,O,197
80328,squadron,O,197
80329,lying,O,197
80330,in,O,197
80331,the,O,197
80332,Sound,B-LOC,197
80333,.,O,197
80334,After,O,197
80335,dinner,O,197
80336,the,O,197
80337,Prince,O,197
80338,adjourned,O,197
80339,with,O,197
80340,the,O,197
80341,company,O,197
80342,to,O,197
80343,a,O,197
80344,grand,O,197
80345,ball,O,197
80346,given,O,197
80347,by,O,197
80348,the,O,197
80349,united,O,197
80350,services,O,197
80351,at,O,197
80352,the,O,197
80353,Royal,B-BUILDING,197
80354,William,I-BUILDING,197
80355,Yard,I-BUILDING,197
80356,",",O,197
80357,Stonehouse,B-LOC,197
80358,.,O,197
80359,Mr,O,197
80360,.,O,197
80361,Frederick,O,197
80362,Peel,O,197
80363,ia,O,197
80364,in,O,197
80365,improved,O,197
80366,health,O,197
80367,",",O,197
80368,and,O,197
80369,has,O,197
80370,been,O,197
80371,gradually,O,197
80372,getting,O,197
80373,better,O,197
80374,since,O,197
80375,Tuesday,O,197
80376,.,O,197
80377,The,O,197
80378,right,O,197
80379,hon,O,197
80380,.,O,197
80381,gentleman,O,197
80382,is,O,197
80383,still,O,197
80384,confined,O,197
80385,to,O,197
80386,his,O,197
80387,chamber,O,197
80388,.,O,197
80409,THE,O,198
80410,STRIKE,O,198
80411,OF,O,198
80412,COLLIERS,O,198
80413,IN,O,198
80414,ASHTONCNDER-LYNE,B-LOC,198
80415,AND,O,198
80416,DISTRICT,O,198
80417,.,O,198
80418,.,O,198
80419,An,O,198
80420,adjourned,O,198
80421,meeting,O,198
80422,of,O,198
80423,miners,O,198
80424,in,O,198
80425,Ashton-under-Lyne,B-LOC,198
80426,",",O,198
80427,Dukinfit-d,B-LOC,198
80428,",",O,198
80429,Bardsley,B-LOC,198
80430,",",O,198
80431,Waterloo,B-LOC,198
80432,",",O,198
80433,Broadoaks,B-LOC,198
80434,",",O,198
80435,and,O,198
80436,Copperas,B-LOC,198
80437,Houses,I-LOC,198
80438,",",O,198
80439,was,O,198
80440,held,O,198
80441,in,O,198
80442,the,O,198
80443,large,O,198
80444,room,O,198
80445,of,O,198
80446,the,O,198
80447,Oddfellows,B-BUILDING,198
80448,Ball,I-BUILDING,198
80449,",",O,198
80450,Asbtcn-under-Lyne,B-LOC,198
80451,",",O,198
80452,yesterday,O,198
80453,afternoon,O,198
80454,",",O,198
80455,under,O,198
80456,the,O,198
80457,presidency,O,198
80458,of,O,198
80459,Wr,O,198
80460,.,O,198
80461,Joseph,O,198
80462,Tomlinson,O,198
80463,",",O,198
80464,of,O,198
80465,Dnkinfield,B-BUILDING,198
80466,HalL,I-BUILDING,198
80467,There,O,198
80468,would,O,198
80469,be,O,198
80470,between,O,198
80471,"1,600",O,198
80472,and,O,198
80473,"1,700",O,198
80474,adult,O,198
80475,miners,O,198
80476,present,O,198
80477,.,O,198
80478,The,O,198
80479,meeting,O,198
80480,represented,O,198
80481,lodges,O,198
80482,whose,O,198
80483,total,O,198
80484,number,O,198
80485,of,O,198
80486,members,O,198
80487,is,O,198
80488,"2,500",O,198
80489,.,O,198
80490,—,O,198
80491,The,O,198
80492,Chairman,O,198
80493,called,O,198
80494,on,O,198
80495,all,O,198
80496,tbe,O,198
80497,deviates,O,198
80498,representing,O,198
80499,the,O,198
80500,various,O,198
80501,lodges,O,198
80502,to,O,198
80503,declare,O,198
80504,tbe,O,198
80505,derision,O,198
80506,of,O,198
80507,their,O,198
80508,membere,O,198
80509,.,O,198
80510,It,O,198
80511,appeared,O,198
80512,that,O,198
80513,out,O,198
80514,of,O,198
80515,twenty,O,198
80516,lodgeß,O,198
80517,seventeen,O,198
80518,declared,O,198
80519,that,O,198
80520,the,O,198
80521,men,O,198
80522,had,O,198
80523,ununimoufly,O,198
80524,resolved,O,198
80525,to,O,198
80526,strike,O,198
80527,for,O,198
80528,an,O,198
80529,advance,O,198
80530,of,O,198
80531,2d,O,198
80532,.,O,198
80533,on,O,198
80534,the,O,198
80535,shilling,O,198
80536,.,O,198
80537,One,O,198
80538,delegate,O,198
80539,announced,O,198
80540,that,O,198
80541,the,O,198
80542,employers,O,198
80543,had,O,198
80544,given,O,198
80545,the,O,198
80546,amount,O,198
80547,demanded,O,198
80548,",",O,198
80549,and,O,198
80550,the,O,198
80551,remainder,O,198
80552,",",O,198
80553,though,O,198
80554,willing,O,198
80555,to,O,198
80556,work,O,198
80557,under,O,198
80558,certain,O,198
80559,circumstances,O,198
80560,",",O,198
80561,declared,O,198
80562,in,O,198
80563,favour,O,198
80564,of,O,198
80565,the,O,198
80566,Btrike,O,198
80567,",",O,198
80568,if,O,198
80569,carried,O,198
80570,out,O,198
80571,by,O,198
80572,tbe,O,198
80573,majority,O,198
80574,.,O,198
80575,A,O,198
80576,motion,O,198
80577,was,O,198
80578,then,O,198
80579,proposed,O,198
80580,",",O,198
80581,seconded,O,198
80582,",",O,198
80583,and,O,198
80584,carried,O,198
80585,all,O,198
80586,but,O,198
80587,unanimously,O,198
80588,",",O,198
80589,to,O,198
80590,cease,O,198
80591,woik,O,198
80592,until,O,198
80593,the,O,198
80594,demand,O,198
80595,of,O,198
80596,the,O,198
80597,advance,O,198
80598,asked,O,198
80599,was,O,198
80600,acceded,O,198
80601,to,O,198
80602,.,O,198
80603,A,O,198
80604,delegate,O,198
80605,stated,O,198
80606,that,O,198
80607,he,O,198
80608,bad,O,198
80609,learned,O,198
80610,that,O,198
80611,the,O,198
80612,masters,O,198
80613,would,O,198
80614,after,O,198
80615,the,O,198
80616,15th,O,198
80617,Jan,O,198
80618,.,O,198
80619,require,O,198
80620,each,O,198
80621,hand,O,198
80622,to,O,198
80623,sign,O,198
80624,an,O,198
80625,agreement,O,198
80626,to,O,198
80627,give,O,198
80628,14,O,198
80629,days,O,198
80630,notice,O,198
80631,before,O,198
80632,leaving,O,198
80633,work,O,198
80634,",",O,198
80635,or,O,198
80636,no,O,198
80637,man,O,198
80638,in,O,198
80639,the,O,198
80640,Ashton,B-LOC,198
80641,district,O,198
80642,should,O,198
80643,have,O,198
80644,work,O,198
80645,;,O,198
80646,and,O,198
80647,it,O,198
80648,was,O,198
80649,added,O,198
80650,that,O,198
80651,a,O,198
80652,resolution,O,198
80653,tad,O,198
80654,been,O,198
80655,passed,O,198
80656,that,O,198
80657,any,O,198
80658,member,O,198
80659,of,O,198
80660,the,O,198
80661,uuion,O,198
80662,signing,O,198
80663,such,O,198
80664,an,O,198
80665,agreement,O,198
80666,Bhould,O,198
80667,be,O,198
80668,subject,O,198
80669,to,O,198
80670,a,O,198
80671,fine,O,198
80672,of,O,198
80673,£,O,198
80674,L,O,198
80675,A,O,198
80676,motion,O,198
80677,was,O,198
80678,also,O,198
80679,carried,O,198
80680,that,O,198
80681,no,O,198
80682,day,O,198
80683,.,O,198
80684,wage,O,198
80685,men,O,198
80686,should,O,198
80687,be,O,198
80688,allowed,O,198
80689,to,O,198
80690,work,O,198
80691,during,O,198
80692,the,O,198
80693,strike,O,198
80694,on,O,198
80695,any,O,198
80696,account,O,198
80697,.,O,198
80698,This,O,198
80699,rcrolution,O,198
80700,aims,O,198
80701,at,O,198
80702,preventing,O,198
80703,the,O,198
80704,engines,O,198
80705,being,O,198
80706,woikedj,O,198
80707,or,O,198
80708,the,O,198
80709,lifting,O,198
80710,of,O,198
80711,water,O,198
80712,or,O,198
80713,keeping,O,198
80714,the,O,198
80715,air,O,198
80716,ways,O,198
80717,in,O,198
80718,working,O,198
80719,<,O,198
80720,nder,O,198
80721,",",O,198
80722,kc,O,198
80723,.,O,198
80724,So,O,198
80725,far,O,198
80726,",",O,198
80727,the,O,198
80728,masters,O,198
80729,and,O,198
80730,men,O,198
80731,i.re,O,198
80732,equally,O,198
80733,d,O,198
80734,<,O,198
80735,tcimintd,O,198
80736,not,O,198
80737,to,O,198
80738,give,O,198
80739,way,O,198
80740,;,O,198
80741,and,O,198
80742,the,O,198
80743,inconvenience,O,198
80744,to,O,198
80745,tbe,O,198
80746,public,O,198
80747,",",O,198
80748,and,O,198
80749,especially,O,198
80750,to,O,198
80751,cotton,O,198
80752,spinners,O,198
80753,and,O,198
80754,manufacture,O,198
80755,;,O,198
80756,is,O,198
80757,alieady,O,198
80758,very,O,198
80759,considerable,O,198
80760,",",O,198
80761,coal,O,198
80762,being,O,198
80763,very,O,198
80764,scarce,O,198
80765,ii,O,198
80766,the,O,198
80767,Ashton,B-LOC,198
80768,district,O,198
80769,.,O,198
80790,ARRIVAL,O,199
80791,OF,O,199
80792,THE,O,199
80793,THE,O,199
80794,DUKE,O,199
80795,OF,O,199
80796,CAMBRIDGE,O,199
80797,AT,O,199
80798,KNOWSLEY,B-BUILDING,199
80799,.,O,199
80800,His,O,199
80801,Royal,O,199
80802,Highness,O,199
80803,the,O,199
80804,Duke,O,199
80805,of,O,199
80806,Cambridge,O,199
80807,",",O,199
80808,Commanderin-Chief,O,199
80809,",",O,199
80810,arrived,O,199
80811,at,O,199
80812,Knowsley,B-BUILDING,199
80813,Hall,I-BUILDING,199
80814,yesterday,O,199
80815,evening,O,199
80816,",",O,199
80817,accompanied,O,199
80818,by,O,199
80819,his,O,199
80820,equerry,O,199
80821,",",O,199
80822,Colonel,O,199
80823,Tyrwhitt,O,199
80824,.,O,199
80825,He,O,199
80826,left,O,199
80827,Euston-square,B-BUILDING,199
80828,in,O,199
80829,the,O,199
80830,11,O,199
80831,20,O,199
80832,a.m,O,199
80833,.,O,199
80834,train,O,199
80835,and,O,199
80836,reached,O,199
80837,Huyton,B-BUILDING,199
80838,Station,I-BUILDING,199
80839,shortly,O,199
80840,before,O,199
80841,six,O,199
80842,oclock,O,199
80843,.,O,199
80844,Carriages,O,199
80845,from,O,199
80846,the,O,199
80847,hall,O,199
80848,were,O,199
80849,in,O,199
80850,waiting,O,199
80851,and,O,199
80852,the,O,199
80853,Duke,O,199
80854,at,O,199
80855,once,O,199
80856,drove,O,199
80857,off,O,199
80858,",",O,199
80859,arriving,O,199
80860,at,O,199
80861,the,O,199
80862,ball,O,199
80863,about,O,199
80864,five,O,199
80865,minutes,O,199
80866,past,O,199
80867,six,O,199
80868,oclock,O,199
80869,.,O,199
80870,He,O,199
80871,will,O,199
80872,occupy,O,199
80873,the,O,199
80874,royal,O,199
80875,apartments,O,199
80876,in,O,199
80877,which,O,199
80878,the,O,199
80879,Prince,O,199
80880,and,O,199
80881,Princess,O,199
80882,of,O,199
80883,Wales,O,199
80884,were,O,199
80885,looated,O,199
80886,two,O,199
80887,years,O,199
80888,ago,O,199
80889,",",O,199
80890,and,O,199
80891,which,O,199
80892,was,O,199
80893,also,O,199
80894,used,O,199
80895,by,O,199
80896,the,O,199
80897,Queen,O,199
80898,of,O,199
80899,the,O,199
80900,Netherlands,B-LOC,199
80901,on,O,199
80902,her,O,199
80903,recent,O,199
80904,visit,O,199
80905,.,O,199
80906,Amongst,O,199
80907,the,O,199
80908,distinguished,O,199
80909,guests,O,199
80910,who,O,199
80911,also,O,199
80912,arrived,O,199
80913,at,O,199
80914,Knowsley,B-LOC,199
80915,last,O,199
80916,evening,O,199
80917,were,O,199
80918,Lord,O,199
80919,Hyde,O,199
80920,(,O,199
80921,son,O,199
80922,of,O,199
80923,Lord,O,199
80924,Clarendon,O,199
80925,),O,199
80926,",",O,199
80927,Col,O,199
80928,.,O,199
80929,Wilbraharn,O,199
80930,",",O,199
80931,Earl,O,199
80932,and,O,199
80933,Countess,O,199
80934,of,O,199
80935,Delamere,O,199
80936,",",O,199
80937,Lady,O,199
80938,Ellesmere,O,199
80939,",",O,199
80940,Colonel,O,199
80941,Wilson,O,199
80942,",",O,199
80943,Mrs,O,199
80944,.,O,199
80945,and,O,199
80946,Miss,O,199
80947,Patten,O,199
80948,",",O,199
80949,Lord,O,199
80950,and,O,199
80951,Lady,O,199
80952,Colville,O,199
80953,",",O,199
80954,Lord,O,199
80955,and,O,199
80956,Lady,O,199
80957,Barrington,O,199
80958,",",O,199
80959,Miss,O,199
80960,Bwrington,O,199
80961,",",O,199
80962,Miss,O,199
80963,Wilbraham,O,199
80964,",",O,199
80965,and,O,199
80966,Lord,O,199
80967,William,O,199
80968,Poulet,O,199
80969,.,O,199
80970,His,O,199
80971,Royal,O,199
80972,Highness,O,199
80973,the,O,199
80974,Duke,O,199
80975,of,O,199
80976,Cambridge,O,199
80977,will,O,199
80978,proceed,O,199
80979,to,O,199
80980,Preston,B-LOC,199
80981,to-day,O,199
80982,to,O,199
80983,open,O,199
80984,the,O,199
80985,New,B-BUILDING,199
80986,Town-hall,I-BUILDING,199
80987,and,O,199
80988,the,O,199
80989,Avenham,B-LOC,199
80990,and,O,199
80991,Miller,B-LOC,199
80992,Parks,I-LOC,199
80993,",",O,199
80994,but,O,199
80995,it,O,199
80996,is,O,199
80997,not,O,199
80998,at,O,199
80999,all,O,199
81000,likely,O,199
81001,that,O,199
81002,he,O,199
81003,will,O,199
81004,be,O,199
81005,accompanied,O,199
81006,by,O,199
81007,the,O,199
81008,Earl,O,199
81009,of,O,199
81010,Derby,O,199
81011,",",O,199
81012,whose,O,199
81013,state,O,199
81014,of,O,199
81015,health,O,199
81016,forbids,O,199
81017,any,O,199
81018,exposure,O,199
81019,to,O,199
81020,cold,O,199
81021,.,O,199
81042,NEW,O,200
81043,STATE,O,200
81044,APPOINTMENTS,O,200
81045,.,O,200
81046,We,O,200
81047,give,O,200
81048,the,O,200
81049,following,O,200
81050,as,O,200
81051,among,O,200
81052,the,O,200
81053,numerous,O,200
81054,on,O,200
81055,(,O,200
81056,tits,O,200
81057,of,O,200
81058,the,O,200
81059,hour,O,200
81060,:,O,200
81061,—,O,200
81062,The,O,200
81063,Duke,O,200
81064,of,O,200
81065,Montrose,O,200
81066,is,O,200
81067,to,O,200
81068,be,O,200
81069,re-appointed,O,200
81070,Lord,O,200
81071,Chamberlain,O,200
81072,.,O,200
81073,It,O,200
81074,was,O,200
81075,said,O,200
81076,that,O,200
81077,this,O,200
81078,office,O,200
81079,had,O,200
81080,been,O,200
81081,offered,O,200
81082,to,O,200
81083,the,O,200
81084,Marquess,O,200
81085,of,O,200
81086,Hertford,O,200
81087,",",O,200
81088,and,O,200
81089,declined,O,200
81090,Lord,O,200
81091,Byron,O,200
81092,and,O,200
81093,Lord,O,200
81094,Napier,O,200
81095,",",O,200
81096,lords,O,200
81097,of,O,200
81098,the,O,200
81099,bedchamber,O,200
81100,Duke,O,200
81101,of,O,200
81102,Gorden,O,200
81103,hi,O,200
81104,the,O,200
81105,household—Duchess,O,200
81106,of,O,200
81107,Gorden,O,200
81108,",",O,200
81109,mistress,O,200
81110,of,O,200
81111,the,O,200
81112,robes—General,O,200
81113,Macdonald,O,200
81114,",",O,200
81115,adjutant-general,O,200
81116,Colonel,O,200
81117,G,O,200
81118,.,O,200
81119,Fitzclarence,O,200
81120,",",O,200
81121,deputy,O,200
81122,adjutant-general,O,200
81123,The,O,200
81124,Earl,O,200
81125,of,O,200
81126,Errol,O,200
81127,is,O,200
81128,to,O,200
81129,be,O,200
81130,master,O,200
81131,of,O,200
81132,the,O,200
81133,horse,O,200
81134,to,O,200
81135,the,O,200
81136,queen,O,200
81137,Miss,O,200
81138,Courtney,O,200
81139,Boyle,O,200
81140,is,O,200
81141,to,O,200
81142,be,O,200
81143,one,O,200
81144,of,O,200
81145,the,O,200
81146,maids,O,200
81147,of,O,200
81148,honour,O,200
81149,Four,O,200
81150,peerages,O,200
81151,",",O,200
81152,viz,O,200
81153,.,O,200
81154,",",O,200
81155,Admirals,O,200
81156,Otway,O,200
81157,",",O,200
81158,Botham,O,200
81159,",",O,200
81160,Blackwood,O,200
81161,",",O,200
81162,and,O,200
81163,Sir,O,200
81164,Charles,O,200
81165,Pole,O,200
81166,The,O,200
81167,Hon,O,200
81168,.,O,200
81169,Colonel,O,200
81170,Fox,O,200
81171,",",O,200
81172,son,O,200
81173,of,O,200
81174,Lord,O,200
81175,Holland,O,200
81176,",",O,200
81177,and,O,200
81178,son-in-law,O,200
81179,of,O,200
81180,his,O,200
81181,majesty,O,200
81182,",",O,200
81183,is,O,200
81184,to,O,200
81185,have,O,200
81186,the,O,200
81187,first,O,200
81188,vacant,O,200
81189,regiment,O,200
81190,.,O,200
81191,—,O,200
81192,The,O,200
81193,Earl,O,200
81194,of,O,200
81195,Cassillis,O,200
81196,is,O,200
81197,to,O,200
81198,be,O,200
81199,the,O,200
81200,lord,O,200
81201,steward,O,200
81202,of,O,200
81203,the,O,200
81204,kings,O,200
81205,household—lt,O,200
81206,is,O,200
81207,stated,O,200
81208,that,O,200
81209,Lord,O,200
81210,Fitzroy,O,200
81211,Somerset,O,200
81212,will,O,200
81213,succeed,O,200
81214,Sir,O,200
81215,Herbert,O,200
81216,Taylor,O,200
81217,as,O,200
81218,adjutant-general,O,200
81219,The,O,200
81220,Duchess,O,200
81221,of,O,200
